,HS_ID,Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR 2022-2030 Předpověď,loc,prod,CZ Export 2022 CZK,time,diversity,ubiquity,mcp,eci,Komplexita výrobku 2022,density,coi,cog,Výhoda CZ 2022,Název Produktu,description,Příbuznost CZ 2022,Světový export 2022 CZK,EU Export 2022 CZK,EU Největší Exportér 2022,EU Světový Podíl 2022 %,Koncentrace světového trhu 2022,Koncentrace evropského exportu 2022,CZ Světový Podíl 2022 %,CZ-EU Podíl 2022 %,CZ 2030 Export CZK,EU 2030 Export CZK,CZ Celkový Export 25-30 CZK,EU Celkový Export 25-30 CZK
0,871420,A02. Doprava,A02c. Cyklistika a jednostopá ,Díly a vybavení,LSE Navigator,IN,,N,0.04,CZE,871420,9067631.0,2022,1180,15,0,1.6847625483680355,2.9019162434344765,1.0548079461511364,-0.5969886341590336,0.18537653249974312,0.804829985835523,Části křesel pojízdných ap vozíků invalidních,Invalid carriages: parts and accessories thereof,0.26377495332151346,1118373828.0,385910380.0,DEU,0.3450638510471295,0.14393715996765918,0.13920973748717005,0.008107871243925426,0.023496727400802227,12409679.147095423,528145002.2981384,67655365.89488097,2879352717.5435963
1,701939,A03. Budovy,A03a. Snižování energetické náročnosti budov,"Zateplení, izolace",LSE Navigator,IN,,N,0.04,CZE,701939,12231708.0,2022,1180,30,0,1.6847625483680355,1.1859172477127138,1.0552628849841437,-0.5969886341590336,0.14852274938273097,0.9873009919178621,"Rouno,matrace,desky ap výr.netkané skleněné","Glass fibres: webs, mattresses, boards and similar non-woven products excluding mats and thin sheets",0.2630589129482643,1229800986.0,500230390.0,DEU,0.40675718729664445,0.10222781954203045,0.11623539967573887,0.009946087325709788,0.024452148938811973,16739937.002394592,684599829.8261598,91263162.3694593,3732316640.0561523
2,560790,,,,LSE Navigator,OUT,,N,0.04,CZE,560790,2802700.0000000005,2022,1180,37,0,1.6847625483680355,-0.5141778141885724,1.016147005693952,-0.5969886341590336,0.06373511648269564,0.6758765142951905,"Provazy,lana,sňůry,motouzy ostatní","Twine, cordage, ropes, cables: of materials n.e.s. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics",0.2514654727546149,411629568.0,63523949.0,NLD,0.1543230951766808,0.11612959952645581,0.09203457333844528,0.006808791733833855,0.04412036789463452,3835688.4775708616,86936910.56092304,20911492.096842375,473964590.38559884
3,441830,,,,LSE Navigator,OUT,,N,0.04,CZE,441830,152811.99999999997,2022,1180,27,0,1.6847625483680355,0.5034221144836005,1.048665423499048,-0.5969886341590336,0.11909883130400149,0.1898596564930735,Sloupy a trámy ze dřeva (kromě výrobků položek 4418 81 až 4418 89),Wood: parquet panels,0.2623736825579295,79895455.0,52401175.0,POL,0.6558717889522001,0.07710164389908465,0.09627397589141565,0.0019126494742410564,0.0029161941502265924,209133.77373053067,71714626.30987057,1140160.1777937973,390975401.17663467
4,630510,,,,LSE Navigator,OUT,,N,0.04,CZE,630510,313378.0,2022,1180,23,0,1.6847625483680355,-3.7216649286704193,1.0141767494531473,-0.5969886341590336,0.07562359364435225,0.09366180075643099,"Pytle,pytlíky k balení zboží z juty aj vl.lýk","Sacks and bags: of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303",0.25054665918625413,332126330.0,19276616.0,PRT,0.05804001146190367,0.2750504427805964,0.11709382872382862,0.0009435506061804856,0.016256899032485783,428879.43187790393,26381380.05414711,2338174.4640254998,143826596.90222472
5,530599,,,,LSE Navigator,OUT,,N,0.04,CZE,530599,159924.0,2022,1180,16,0,1.6847625483680355,-3.508734437439405,1.0172127423598223,-0.5969886341590336,0.065587925759426,0.02081319242071163,"Ramie and other vegetable textile fibres: n.e.s. in chapter 53, processed (but not spun): tow, noils and waste of these fibres, including yarn waste and garnetted stock","Ramie and other vegetable textile fibres: n.e.s. in chapter 53, processed (but not spun): tow, noils and waste of these fibres, including yarn waste and garnetted stock",0.25171133622998737,762732496.0,34547455.0,NLD,0.04529432688547729,0.22708317620195062,0.2626094094980959,0.00020967246162801486,0.00462911088530255,218867.03681701302,47280577.683268934,1193224.1988423376,257765309.236992
6,530310,,,,LSE Navigator,OUT,,N,0.04,CZE,530310,22166.0,2022,1180,7,0,1.6847625483680355,-3.276361326292391,1.0123222509056524,-0.5969886341590336,0.06812180981796362,0.00874166817012826,"Juta aj vlákna lýk.text,surová,máčená,nespřed","Jute and other textile bast fibres: raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)",0.24991711128339816,251704116.0,2932952.0,BEL,0.011652379971410559,0.6074194583739098,0.17883651175734175,8.806371684442379e-05,0.0075575733936320815,30335.7015712833,4013947.333524249,165384.8552533657,21883327.70843045
7,840211,A04. Výroba nízkoemisní elektřiny a paliv,A04f. Jádro,Komponenty pro jadernou energetiku,"""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products",IN,,N,0.04,CZE,840211,3522914.9999999995,2022,1180,13,0,1.6847625483680355,1.0405838314705356,1.0257420252416953,-0.5969886341590336,0.12382157143174709,0.5238835489678949,"Kotle vodotrubné,nad 45t páry/hod.",Boilers: watertube boilers with a steam production exceeding 45t per hour,0.25435113032169365,667520656.0,242970153.0,FIN,0.3639889654590704,0.18625049783136963,0.3479293787209462,0.005277611963516526,0.014499373509469698,4821352.436208495,332521431.5680341,26285156.877420858,1812847766.1640854
8,840212,A04. Výroba nízkoemisní elektřiny a paliv,A04f. Jádro,Komponenty pro jadernou energetiku,"""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products",IN,,N,0.04,CZE,840212,402606.0,2022,1180,21,0,1.6847625483680355,0.9898114404076156,1.022148488684341,-0.5969886341590336,0.10195552452877417,0.10839230465747014,"Kotle vodotrubné,do 45t páry/hod.",Boilers: watertube boilers with a steam production not exceeding 45t per hour,0.253361925215021,368705060.0,80700764.0,DEU,0.2188762041942142,0.11029834121002709,0.17039027774299592,0.0010919459581053756,0.0049888747025988505,550994.1111074657,110444567.95446011,3003921.999194106,602124161.9135624
9,841410,A05. Ukládání energie,A05b. Vodik a čpavek,Vodík (elektrolyzéry),LSE Navigator,IN,,N,0.04,CZE,841410,231674433.0,2022,1180,16,1,1.6847625483680355,3.838984310263018,1.0422935356111636,-0.5969886341590336,0.0,4.130295882238985,Vývěvy,Pumps: vacuum,0.2573850636551044,5567936194.0,2372132787.0,DEU,0.42603447747052253,0.09918002518805599,0.2704454422653862,0.041608672392771315,0.09766503556194049,317062458.7739903,3246427515.7398057,1728568193.0709448,17698946026.33574
10,850433,A06. Energetické sítě,A06a. Distribuce a přenos elektřiny,Transformační stanice a další síťové komponenty,LSE Navigator,IN,0.058,Y,0.058,CZE,850433,10423563.0,2022,1180,29,0,1.6847625483680355,0.35183497360968896,1.0274876107660735,-0.5969886341590336,0.10326788661814955,0.7050071960375761,"Transformátory 16-500kVA,bez kapal.dielektr.","Transformers: n.e.s. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA",0.25588513307702,1467641390.0,319458060.0,ITA,0.21766765517562842,0.12009911038346738,0.12883676219556245,0.0071022547272259744,0.03262889344535555,16364454.661710618,501532627.48908705,85674167.41499609,2625714768.981572
11,850432,A06. Energetické sítě,A06a. Distribuce a přenos elektřiny,Transformační stanice a další síťové komponenty,LSE Navigator,IN,0.058,Y,0.058,CZE,850432,27601999.0,2022,1180,30,1,1.6847625483680355,0.8017642111682576,1.0510444603613813,-0.5969886341590336,0.0,3.026200296671874,"Transformátory 1-16kVA,bez kapal.dielektrika","Transformers: n.e.s. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA",0.2600914427916661,905399336.0,205512341.0,DEU,0.22698530121298874,0.1135617520629371,0.1445832421985447,0.030485994303843845,0.13430823115386537,43333710.47962024,322643743.47970194,226868517.35002267,1689163168.9357817
